HSA Number,HSA Name,Medicare enrollees (2014),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2014),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2014)
11013,GA-Blairsville,5729,4.03,4.30
11014,GA-Blakely,1897,5.70,5.30
11015,GA-Blue Ridge,5607,4.80,5.31
11017,GA-Bremen,4224,5.58,5.52
11018,GA-Brunswick,17853,4.79,4.88
11020,GA-Cairo,3472,5.18,5.04
11021,GA-Calhoun,6168,5.19,5.20
11023,GA-Canton,14006,4.31,4.60
11024,GA-Carrollton,12326,5.59,5.62
11025,GA-Cartersville,9211,5.32,5.37
11028,GA-Claxton,1626,5.61,6.18
11029,GA-Clayton,3931,4.59,4.75
11030,GA-Cochran,1966,4.93,4.73
11031,GA-Colquitt,1034,4.86,4.24
11032,GA-Columbus,32636,4.83,4.97
11033,GA-Commerce,3823,5.44,5.75
11034,GA-Conyers,10396,4.21,4.42
11035,GA-Cordele,3304,4.95,5.30
11036,GA-Covington,12358,5.06,5.37
11038,GA-Cuthbert,1469,4.78,5.52
11039,GA-Dahlonega,5071,5.48,5.68
11040,GA-Dallas,7413,4.60,5.25
11041,GA-Dalton,17952,5.45,5.72
11043,GA-Decatur,16168,4.23,4.34
11044,GA-Demorest,7145,4.26,4.42
11045,GA-Donalsonville,1978,5.43,5.55
11046,GA-Douglas,5506,5.72,5.81
11047,GA-Douglasville,11643,5.17,5.46
11048,GA-Dublin,9541,4.95,5.15
11049,GA-East Point,11329,4.23,4.74
11050,GA-Eastman,2750,5.81,6.23
11051,GA-Eatonton,3947,4.38,4.20
11052,GA-Elberton,3252,4.52,4.69
11053,GA-Ellijay,5470,4.59,5.13
11054,GA-Fitzgerald,3226,5.61,5.59
11055,GA-Folkston,1189,5.51,5.70
11056,GA-Forsyth,2160,5.93,6.23
11057,GA-Fort Oglethorpe,12451,5.95,6.16
11058,GA-Fort Valley,2305,5.13,4.93
11059,GA-Gainesville,34507,4.59,4.68
11060,GA-Glenwood,400,,
11061,GA-Greensboro,4029,4.55,5.00
11062,GA-Griffin,12560,5.39,5.01
11063,GA-Hahira,1236,3.78,3.71
11064,GA-Hartwell,3421,4.86,5.44
11065,GA-Hawkinsville,2770,5.19,4.94
11066,GA-Hazlehurst,2225,5.62,5.63
11067,GA-Hiawassee,3727,3.72,4.17
11068,GA-Hinesville,2851,4.58,4.81
11069,GA-Homerville,787,6.77,
11070,GA-Jackson,3799,5.73,5.51
11071,GA-Jasper,6580,4.59,5.10
11072,GA-Jesup,4935,6.16,6.56
11073,GA-La Grange,11606,4.83,5.08
11074,GA-Lakeland,730,5.39,
11075,GA-Lawrenceville,48536,4.11,4.34
11077,GA-Louisville,1406,5.90,6.11
11078,GA-Macon,36262,4.91,5.12
11080,GA-Marietta,60220,4.26,4.49
11081,GA-McRae,1296,4.90,5.61
11082,GA-Metter,3314,5.83,6.16
11083,GA-Milledgeville,5680,4.65,4.79
11084,GA-Millen,1435,4.80,4.46
11085,GA-Monroe,7322,4.58,4.98
11086,GA-Montezuma,1337,6.63,7.05
11088,GA-Moultrie,5991,4.91,5.10
11089,GA-Nashville,1937,5.75,5.31
11090,GA-Newnan,18792,5.26,5.56
11091,GA-Ocilla,958,5.21,6.05
11092,GA-Perry,3154,4.54,4.78
11093,GA-Quitman,1530,5.68,6.37
11094,GA-Reidsville,788,6.95,
11095,GA-Richland,683,4.68,
11096,GA-Riverdale,18666,4.84,5.28
11098,GA-Rome,28189,5.66,5.76
11099,GA-Roswell,35724,4.04,4.25
11100,GA-Royston,5101,5.14,5.43
11101,GA-Sandersville,4308,4.50,4.36
11102,GA-Savannah,50009,4.78,5.01
11103,GA-Smyrna,6949,4.06,3.98
11104,GA-Snellville,11238,4.50,4.71
11105,GA-Sparta,1515,3.88,3.84
11107,GA-St. Marys,4258,4.71,5.08
11108,GA-Statesboro,6762,5.21,5.26
11109,GA-Stockbridge,22344,4.26,4.28
11111,GA-Swainsboro,2345,5.80,5.78
11112,GA-Sylvania,2166,5.69,6.23
11114,GA-Thomaston,7246,5.97,5.60
11115,GA-Thomasville,9549,4.85,5.20
11116,GA-Thomson,2667,4.04,4.01
11117,GA-Tifton,8101,5.40,5.94
11118,GA-Toccoa,5381,4.72,4.79
11119,GA-Valdosta,12881,4.75,4.92
11120,GA-Vidalia,5286,5.76,6.03
11121,GA-Vienna,1123,5.26,5.06
11122,GA-Villa Rica,4142,4.52,4.35
11124,GA-Warner Robins,13169,4.44,4.55
11125,GA-Washington,2485,4.57,4.47
11126,GA-Waycross,8892,5.19,5.59
11127,GA-Waynesboro,2019,5.61,5.53
11128,GA-Winder,9096,4.51,4.24
12001,HI-Hilo,21795,3.92,4.14
12003,HI-Honolulu,136302,3.39,3.37
12005,HI-Kailua,9074,3.81,4.05
12007,HI-Kealakekua,7733,3.51,3.60
12008,HI-Kohala,1019,3.77,
12010,HI-Lihue,9346,3.53,3.64
12012,HI-Wahiawa,4838,3.19,2.73
12013,HI-Wailuku,19896,3.87,4.10
12014,HI-Waimea,1929,3.35,4.03
13003,ID-Blackfoot,3569,4.56,5.00
13004,ID-Boise,58741,4.09,4.56
13005,ID-Bonners Ferry,1903,4.31,4.40
13006,ID-Burley,4420,4.39,4.63
13007,ID-Caldwell,11596,4.07,4.81
13009,ID-Coeur D'Alene,25662,4.25,4.66
13010,ID-Cottonwood,457,,
13012,ID-Driggs,1078,4.61,4.59
13015,ID-Grangeville,1521,4.65,4.66
13017,ID-Idaho Falls,17830,4.30,4.49
13019,ID-Kellogg,2599,5.36,5.65
13020,ID-Lewiston,11039,4.61,4.78
13021,ID-Malad City,727,5.70,6.29
13022,ID-McCall,1745,2.88,3.14
13023,ID-Montpelier,1236,4.96,4.87
13024,ID-Moscow,4048,4.02,4.17
13025,ID-Mountain Home,3263,4.41,4.74
13026,ID-Nampa,14586,3.99,4.35
13027,ID-Orofino,1548,4.20,4.35
13028,ID-Pocatello,11994,4.92,5.59
13029,ID-Preston,1571,4.74,4.70
13030,ID-Rexburg,4189,4.20,4.53
13031,ID-Rupert,1840,3.59,3.58
13032,ID-Salmon,2575,4.87,4.89
13033,ID-Sandpoint,6365,4.26,4.66
13035,ID-Soda Springs,1092,4.15,4.51
13036,ID-St. Maries,1554,5.15,5.91
13037,ID-Sun Valley,3597,3.20,3.59
13038,ID-Twin Falls,17396,4.52,4.93
13039,ID-Weiser,1704,4.11,4.68
14001,IL-Aledo,2193,4.06,4.38
14002,IL-Alton,18287,4.82,5.17
14003,IL-Anna,3550,4.69,4.52
14004,IL-Arlington Heights,50370,3.68,3.77
14005,IL-Aurora,28109,4.41,4.74
14006,IL-Barrington,20055,3.76,3.99
14007,IL-Belleville,36953,4.67,5.03
14008,IL-Belvidere,7498,4.51,4.61
14009,IL-Benton,2987,5.82,6.07
14010,IL-Berwyn,23028,4.39,4.85
14011,IL-Bloomington,20155,4.42,5.06
14012,IL-Blue Island,6657,5.08,5.60
14013,IL-Breese,4235,4.06,4.15
14014,IL-Canton,4838,4.58,4.80
14015,IL-Carbondale,4093,3.92,4.44
14016,IL-Carlinville,2324,3.98,3.93
14017,IL-Carmi,1609,5.58,5.63
14018,IL-Carrollton,868,4.74,4.81
14019,IL-Carthage,2745,4.33,4.49
14020,IL-Centralia,5609,4.61,4.93
14022,IL-Chester,2438,4.63,5.19
14023,IL-Chicago,266648,3.93,4.15
14024,IL-Chicago Heights,18432,4.49,4.82
14026,IL-Clinton,2081,4.44,4.92
14027,IL-Danville,15353,5.08,5.62
14028,IL-De Kalb,8399,4.57,5.16
14029,IL-Decatur,22964,4.82,5.13
14031,IL-Dixon,4734,4.29,4.70
14032,IL-Downers Grove,13097,3.92,3.98
14033,IL-Du Quoin,1661,5.46,5.18
14035,IL-Effingham,9617,4.21,4.42
14036,IL-Eldorado,2117,5.42,5.79
14037,IL-Elgin,48894,4.10,4.30
14038,IL-Elk Grove Village,20207,3.61,3.76
14039,IL-Elmhurst,29813,4.19,4.33
14040,IL-Evanston,39913,3.20,3.28
14043,IL-Fairfield,2465,5.52,5.69
14044,IL-Flora,2004,3.96,4.15
14045,IL-Freeport,11823,3.97,4.39
14047,IL-Galesburg,12069,4.38,4.90
14048,IL-Geneseo,3506,4.20,4.43
14049,IL-Gibson City,1412,4.13,4.54
14050,IL-Glendale Heights,7059,4.01,4.29
14051,IL-Granite City,7182,5.59,6.27
14052,IL-Greenville,2365,3.90,3.98
14053,IL-Harrisburg,3698,5.09,5.32
14054,IL-Harvard,1772,4.20,4.20
14055,IL-Harvey,14093,4.29,4.67
14056,IL-Havana,1341,5.33,5.70
14057,IL-Hazel Crest,17158,4.52,4.82
14058,IL-Herrin,6820,5.23,5.41
14059,IL-Highland,3775,5.52,5.70
14060,IL-Highland Park,14541,2.92,2.93
14061,IL-Hillsboro,3339,4.23,4.25
14062,IL-Hinsdale,20961,3.36,3.50
14063,IL-Hoffman Estates,10695,4.29,4.61
14064,IL-Hoopeston,1103,7.00,9.25
14065,IL-Hopedale,1159,4.33,4.86
14066,IL-Jacksonville,8165,4.57,4.72
14067,IL-Jerseyville,3473,4.75,5.01
14068,IL-Joliet,61756,4.36,4.59
14069,IL-Kankakee,18156,4.63,4.95
14070,IL-Kewanee,3065,4.53,4.62
14071,IL-La Grange,19461,4.07,4.11
14072,IL-Lake Forest,5643,3.44,3.41
14073,IL-Lawrenceville,2392,4.81,4.82
14074,IL-Libertyville,20760,3.86,4.02
14075,IL-Lincoln,3392,4.65,5.15
14076,IL-Litchfield,3587,4.75,4.94
14077,IL-Macomb,5885,4.42,4.54
14078,IL-Marion,6247,4.51,4.77
14079,IL-Maryville,14563,4.95,5.60
14080,IL-Mattoon,10544,4.64,4.99
14082,IL-McHenry,15509,4.88,5.04
14083,IL-McLeansboro,1534,4.95,5.04
14084,IL-Melrose Park,19973,4.52,4.87
14085,IL-Mendota,3771,4.48,4.65
14086,IL-Metropolis,2486,5.37,5.80
14088,IL-Monmouth,3019,4.76,5.43
14089,IL-Monticello,1928,4.36,4.79
14090,IL-Morris,6238,4.62,4.84
14092,IL-Mount Carmel,2122,4.68,5.06
14093,IL-Mount Vernon,7462,4.93,5.28
14094,IL-Murphysboro,3282,4.22,4.58
14095,IL-Naperville,28878,4.26,4.57
14096,IL-Nashville,1780,5.15,5.22
14097,IL-Oak Lawn,33007,4.65,4.84
14098,IL-Oak Park,10082,3.74,3.86
14099,IL-Olney,3583,5.12,5.30
14100,IL-Ottawa,5604,4.81,5.18
14101,IL-Palos Heights,33833,3.98,4.15
14102,IL-Pana,1602,4.83,5.02
14103,IL-Paris,2643,4.71,5.19
14104,IL-Park Ridge,33001,3.66,3.81
14105,IL-Pekin,8787,4.51,4.78
14106,IL-Peoria,48310,4.60,5.04
14107,IL-Peru,5298,4.75,4.90
14108,IL-Pinckneyville,1619,4.78,5.51
14109,IL-Pittsfield,2470,4.14,4.42
14110,IL-Pontiac,4373,4.95,5.31
14111,IL-Princeton,4655,3.76,4.16
14112,IL-Quincy,16343,4.71,4.88
14113,IL-Red Bud,4912,4.42,4.75
14114,IL-Robinson,3376,4.72,4.77
14115,IL-Rochelle,2788,4.83,5.03
14116,IL-Rock Island,18834,4.43,4.56
14117,IL-Rockford,51605,4.46,4.83
14118,IL-Rosiclare,963,5.56,5.73
14119,IL-Rushville,1577,4.28,4.47
14120,IL-Salem,2977,4.38,4.54
14121,IL-Sandwich,3491,5.65,5.74
14123,IL-Shelbyville,3155,4.94,5.05
14124,IL-Silvis,9044,4.58,4.73
14125,IL-Skokie,10683,3.22,3.37
14126,IL-Sparta,1800,4.30,3.99
14127,IL-Spring Valley,2431,4.71,5.11
14128,IL-Springfield,39182,4.60,5.16
14130,IL-Staunton,1980,4.23,4.72
14131,IL-Sterling,9397,4.03,4.22
14132,IL-Streator,6302,4.62,4.76
14134,IL-Taylorville,3841,4.20,4.45
14136,IL-Urbana,27200,4.27,5.07
14137,IL-Vandalia,2533,3.63,3.88
14138,IL-Watseka,3939,4.51,4.60
14139,IL-Waukegan,26195,4.50,4.72
14140,IL-West Frankfort,2971,4.77,4.80
14141,IL-Winfield,25271,3.81,4.03
14143,IL-Woodstock,4748,4.38,4.53
14146,IL-Eureka,1316,3.95,4.11
14147,IL-Geneva,16114,3.69,3.72
15001,IN-Anderson,24255,4.70,4.88
15002,IN-Angola,5478,4.63,5.22
15003,IN-Auburn,6336,5.47,6.52
15004,IN-Batesville,3852,4.70,4.92
15005,IN-Bedford,9644,4.81,4.97
15006,IN-Beech Grove,23990,5.32,5.67
15007,IN-Bloomington,22256,4.14,4.34
15008,IN-Bluffton,5360,4.10,4.59
15009,IN-Boonville,2706,4.43,4.72
15010,IN-Brazil,3717,5.44,5.45
15011,IN-Bremen,2148,4.85,5.38
15012,IN-Charlestown,2258,5.20,5.66
15013,IN-Clinton,4513,5.69,5.92
15014,IN-Columbia City,5245,4.48,5.02
15015,IN-Columbus,13157,4.69,4.83
15016,IN-Connersville,4585,4.79,4.78
15017,IN-Corydon,6322,4.69,4.96
15018,IN-Crawfordsville,6462,4.50,4.77
15019,IN-Crown Point,16622,4.90,5.12
15020,IN-Danville,13186,4.89,5.20
15021,IN-Decatur,4628,4.43,4.51
15022,IN-Dyer,9843,4.17,4.24
15023,IN-East Chicago,2926,4.18,4.35
15024,IN-Elkhart,15956,4.81,5.22
15025,IN-Elwood,2012,5.02,5.32
15026,IN-Evansville,44042,4.84,5.13
15027,IN-Fort Wayne,50896,4.49,4.92
15028,IN-Frankfort,3831,4.50,4.45
15029,IN-Franklin,7713,5.07,5.36
15030,IN-Gary,27800,4.75,4.92
15031,IN-Goshen,13784,4.05,4.33
15032,IN-Greencastle,5018,4.68,4.69
15033,IN-Greenfield,10255,4.47,4.50
15034,IN-Greensburg,3326,3.84,3.84
15035,IN-Hammond,9849,4.95,5.30
15036,IN-Hartford City,2589,4.99,5.15
15037,IN-Huntingburg,4357,3.83,3.94
15038,IN-Huntington,4749,4.89,5.43
15039,IN-Indianapolis,123054,4.48,4.74
15040,IN-Jasper,5558,4.67,4.89
15041,IN-Jeffersonville,13566,5.05,5.35
15042,IN-Kendallville,2911,5.30,5.49
15043,IN-Knox,3083,5.62,6.11
15044,IN-Kokomo,17547,5.01,5.25
15045,IN-Lafayette,25731,4.60,4.73
15046,IN-Lagrange,3489,4.05,3.94
15047,IN-Laporte,10249,5.01,5.16
15048,IN-Lawrenceburg,8794,5.19,5.65
15049,IN-Lebanon,4308,4.89,5.09
15050,IN-Linton,2516,4.73,4.74
15051,IN-Logansport,5189,4.80,5.26
15052,IN-Madison,8618,5.55,5.70
15053,IN-Marion,12670,4.81,4.85
15054,IN-Martinsville,5803,5.01,5.18
15055,IN-Michigan City,8865,5.02,5.32
15056,IN-Monticello,3701,4.39,4.52
15057,IN-Muncie,22699,4.73,4.90
15058,IN-Munster,20149,4.56,4.64
15059,IN-New Albany,12681,4.90,5.12
15060,IN-New Castle,6026,4.74,5.01
15061,IN-Noblesville,12864,4.30,4.58
15062,IN-North Vernon,3198,5.95,6.14
15064,IN-Paoli,2501,4.68,4.91
15065,IN-Peru,4648,4.80,4.78
15066,IN-Plymouth,5091,4.75,5.19
15067,IN-Portland,2582,4.92,5.16
15068,IN-Princeton,2440,5.61,5.76
15069,IN-Rensselaer,2527,4.54,4.54
15070,IN-Richmond,14436,5.03,5.14
15071,IN-Rochester,3573,4.49,4.85
15072,IN-Rushville,2405,4.64,4.92
15073,IN-Salem,3888,5.33,5.72
15074,IN-Seymour,7090,5.25,5.38
15075,IN-Shelbyville,6106,4.81,5.18
15076,IN-South Bend,35913,4.67,4.97
15077,IN-Sullivan,3228,5.70,5.74
15078,IN-Tell City,3105,5.06,5.24
15079,IN-Terre Haute,19462,4.95,5.08
15080,IN-Tipton,2142,4.95,5.11
15082,IN-Valparaiso,18288,4.64,4.64
15083,IN-Vincennes,7822,5.14,5.32
15084,IN-Wabash,5515,4.34,5.07
15085,IN-Warsaw,8475,4.68,5.17
15086,IN-Washington,4158,5.50,5.44
15087,IN-Williamsport,925,5.77,6.01
15088,IN-Winamac,2687,4.15,4.34
15089,IN-Winchester,1576,4.59,4.83
15091,IN-Mishawaka,4473,5.26,6.02
15093,IN-Scottsburg,3344,5.45,5.48
16001,IA-Albia,1375,4.77,4.94
16002,IA-Algona,2216,4.06,4.16
16003,IA-Ames,10305,3.66,3.73
16005,IA-Atlantic,3219,4.81,4.94
16006,IA-Audubon,1180,3.74,3.79
16008,IA-Bloomfield,1683,4.25,4.39
16009,IA-Boone,3774,4.49,4.56
16010,IA-Britt,579,3.70,3.85
16011,IA-Burlington,10048,4.52,4.55
16012,IA-Carroll,3320,4.05,4.14
16013,IA-Cedar Falls,5851,3.87,3.88
16014,IA-Cedar Rapids,41446,4.19,4.47
16015,IA-Centerville,2574,4.33,4.55
16017,IA-Charles City,2875,4.57,4.69
16018,IA-Cherokee,2031,4.04,4.27
16019,IA-Clarinda,1591,4.75,4.69
16020,IA-Clarion,908,3.64,3.81
16021,IA-Clinton,9562,4.79,5.20
16022,IA-Corning,1585,4.86,4.91
16023,IA-Corydon,1358,4.73,4.61
16024,IA-Council Bluffs,15289,4.66,4.85
16025,IA-Cresco,1342,3.63,3.80
16026,IA-Creston,2244,5.30,5.26
16027,IA-Davenport,26778,4.38,4.62
16029,IA-Decorah,3419,4.09,4.22
16030,IA-Denison,2199,3.82,3.78
16031,IA-Des Moines,81557,4.32,4.46
16032,IA-Dubuque,24261,4.26,4.41
16033,IA-Eldora,681,5.32,5.35
16034,IA-Elkader,659,3.82,3.91
16035,IA-Emmetsburg,1444,4.23,4.36
16036,IA-Estherville,2175,4.12,4.01
16037,IA-Fairfield,3632,3.72,3.82
16039,IA-Fort Dodge,7890,4.75,4.84
16040,IA-Fort Madison,3364,4.66,4.92
16041,IA-Greenfield,1068,4.09,3.96
16042,IA-Grinnell,4745,4.06,4.26
16044,IA-Guthrie Center,567,5.95,6.17
16045,IA-Guttenberg,1209,4.35,4.08
16046,IA-Hamburg,1239,5.01,5.37
16047,IA-Hampton,1134,4.07,4.19
16048,IA-Harlan,2674,4.27,4.40
16050,IA-Hawarden,577,4.40,4.57
16051,IA-Humboldt,1440,5.10,5.17
16052,IA-Ida Grove,1217,3.30,3.29
16053,IA-Independence,1848,5.42,5.13
16054,IA-Iowa City,21640,3.96,4.08
16055,IA-Iowa Falls,1671,3.80,3.92
16056,IA-Jefferson,1812,4.91,4.95
16057,IA-Keokuk,3961,5.38,5.45
16058,IA-Keosauqua,1362,4.33,4.36
16059,IA-Knoxville,2265,5.32,5.25
16060,IA-Lake City,2500,4.39,4.39
16061,IA-Le Mars,2753,4.89,5.07
16062,IA-Leon,1093,4.61,5.00
16063,IA-Manchester,3021,3.93,4.05
16064,IA-Manning,735,3.78,3.76
16065,IA-Maquoketa,2377,5.13,5.23
16067,IA-Marshalltown,9407,4.74,5.02
16068,IA-Mason City,16735,4.11,4.17
16069,IA-Missouri Valley,2546,4.56,4.77
16072,IA-Mount Pleasant,2250,4.85,4.91
16073,IA-Muscatine,5298,4.51,4.68
16075,IA-New Hampton,2425,4.47,4.54
16076,IA-Newton,3629,4.20,4.29
16077,IA-Oelwein,1967,4.93,5.08
16078,IA-Onawa,2047,4.33,4.80
16079,IA-Orange City,1637,3.52,3.59
16080,IA-Osage,2380,3.92,3.95
16081,IA-Osceola,1403,5.16,5.24
16082,IA-Oskaloosa,3118,4.57,4.43
16083,IA-Ottumwa,6044,5.18,5.45
16084,IA-Pella,2602,4.00,4.15
16085,IA-Perry,1612,4.87,5.07
16086,IA-Pocahontas,1052,4.03,4.05
16088,IA-Primghar,915,4.10,4.08
16089,IA-Red Oak,2525,4.89,5.14
16091,IA-Rock Valley,773,2.45,2.65
16092,IA-Sac City,702,4.69,4.50
16093,IA-Sheldon,1682,4.51,4.74
16094,IA-Shenandoah,1915,4.72,4.72
16095,IA-Sibley,1058,3.30,3.49
16097,IA-Sioux Center,1082,3.66,3.59
16098,IA-Sioux City,21823,4.67,4.96
16099,IA-Spencer,4350,4.36,4.41
16100,IA-Spirit Lake,3936,3.67,3.81
16101,IA-Storm Lake,3370,4.36,4.43
16103,IA-Sumner,753,3.82,3.75
16105,IA-Washington,2143,4.16,4.19
16106,IA-Waterloo,20958,4.41,4.59
16107,IA-Waukon,1265,4.05,4.34
16108,IA-Waverly,3708,4.08,4.03
16109,IA-Webster City,2254,4.04,4.07
16110,IA-West Union,1973,3.09,3.39
17001,KS-Abilene,2432,4.00,3.94
17002,KS-Anthony,631,4.96,5.09
17003,KS-Arkansas City,2651,5.29,5.39
17004,KS-Ashland,205,,
17005,KS-Atchison,3003,4.98,4.82
17007,KS-Atwood,491,,
17010,KS-Belleville,1448,4.96,5.16
17011,KS-Beloit,2088,3.61,3.71
17012,KS-Burlington,872,3.68,3.73
17013,KS-Caldwell,328,,
17014,KS-Cedar Vale,163,,
17015,KS-Chanute,2692,4.71,4.72
17016,KS-Clay Center,2034,4.66,4.62
17017,KS-Coffeyville,3041,4.56,4.59
17018,KS-Colby,1232,5.29,5.29
17019,KS-Coldwater,437,,
17021,KS-Concordia,1837,4.34,4.38
17022,KS-Council Grove,1279,4.18,4.22
17023,KS-Dighton,323,,
17024,KS-Dodge City,3954,4.51,4.53
17025,KS-El Dorado,3185,4.63,4.67
17026,KS-Elkhart,605,5.00,5.20
17027,KS-Ellinwood,487,,
17028,KS-Ellsworth,1368,3.63,3.70
17029,KS-Emporia,5824,4.51,4.53
17030,KS-Eureka,1537,4.47,4.60
17031,KS-Fort Scott,3909,5.05,5.24
17032,KS-Fredonia,1103,3.59,3.40
17033,KS-Garden City,3309,4.10,4.14
17034,KS-Garnett,1368,4.53,4.70
17035,KS-Girard,846,5.86,5.98
17036,KS-Goodland,1062,3.89,3.93
17037,KS-Great Bend,4897,4.59,4.62
17038,KS-Greensburg,456,,
17039,KS-Halstead,768,4.93,5.07
17040,KS-Hanover,216,,
17041,KS-Harper,553,,
17042,KS-Hays,4573,4.13,4.19
17043,KS-Herington,952,3.54,3.53
17044,KS-Hiawatha,1409,4.35,4.44
17045,KS-Hill City,845,4.06,4.24
17046,KS-Hillsboro,904,4.02,4.18
17047,KS-Hoisington,636,4.66,4.74
17049,KS-Horton,446,,
17050,KS-Hoxie,500,4.61,4.60
17051,KS-Hugoton,602,6.07,6.18
17052,KS-Hutchinson,11370,5.01,5.06
17053,KS-Independence,3326,4.81,4.83
17054,KS-Iola,2662,5.02,4.85
17055,KS-Jetmore,337,,
17056,KS-Johnson,327,,
17057,KS-Junction City,2720,4.62,4.66
17058,KS-Kansas City,20467,4.88,5.24
17059,KS-Kingman,1198,5.01,4.99
17060,KS-Kinsley,563,3.95,4.00
17061,KS-Kiowa,438,,
17062,KS-La Crosse,441,,
17063,KS-Lakin,495,,
17064,KS-Lawrence,12079,4.08,4.29
17065,KS-Leavenworth,6536,4.36,4.37
17066,KS-Leoti,384,,
17067,KS-Liberal,2648,4.97,5.01
17068,KS-Lincoln,497,,
17069,KS-Lindsborg,1072,4.80,4.76
17070,KS-Lyons,1461,4.75,5.00
17071,KS-Manhattan,6493,3.96,4.06
17073,KS-Marion,969,4.82,5.03
17074,KS-Marysville,1823,3.75,3.75
17075,KS-McPherson,3166,4.86,5.07
17076,KS-Meade,558,3.63,3.75
17077,KS-Medicine Lodge,748,4.18,4.35
17078,KS-Minneapolis,889,3.19,3.34
17079,KS-Minneola,539,4.23,4.06
17080,KS-Moundridge,682,3.56,3.51
17081,KS-Neodesha,588,,7.74
17082,KS-Ness City,501,5.09,5.08
17083,KS-Newton,5887,4.23,4.32
17084,KS-Norton,898,4.14,4.34
17085,KS-Oakley,482,5.22,5.27
17086,KS-Oberlin,828,3.44,3.45
17087,KS-Olathe,22773,4.46,4.70
17088,KS-Onaga,854,5.15,5.11
17089,KS-Osborne,551,3.45,3.57
17091,KS-Ottawa,3072,4.27,4.37
17094,KS-Parsons,4020,5.17,5.30
17095,KS-Phillipsburg,1064,4.00,3.98
17096,KS-Pittsburg,4921,4.95,5.05
17097,KS-Plainville,610,5.25,5.41
17098,KS-Pratt,1906,4.74,4.83
17099,KS-Quinter,686,3.98,4.00
17100,KS-Ransom,233,,
17101,KS-Russell,1209,5.16,5.31
17102,KS-Sabetha,1014,3.43,3.42
17103,KS-Salina,9235,4.38,4.43
17104,KS-Satanta,600,3.56,3.67
17105,KS-Scott City,969,3.75,3.86
17106,KS-Sedan,528,,
17107,KS-Seneca,950,3.94,4.06
17108,KS-Shawnee Mission/Overland Pk,30147,3.94,4.20
17109,KS-Smith Center,1118,5.05,5.16
17111,KS-St. Francis,671,3.78,3.90
17113,KS-Stafford,746,3.85,3.96
17114,KS-Syracuse,346,,
17115,KS-Topeka,36853,4.58,4.69
17116,KS-Tribune,536,4.34,4.23
17117,KS-Ulysses,868,4.07,4.23
17118,KS-Wakeeney,550,6.19,6.17
17119,KS-Wamego,1059,4.88,5.38
17120,KS-Washington,461,,
17121,KS-Wellington,2114,4.30,4.54
17122,KS-Westmoreland,543,5.22,5.46
17123,KS-Wichita,70544,4.67,4.83
17124,KS-Winchester,201,,
17125,KS-Winfield,2904,4.80,4.99
18001,KY-Albany,1788,5.52,6.05
18002,KY-Ashland,16738,4.93,5.18
18003,KY-Barbourville,3066,6.09,6.48
18004,KY-Bardstown,4318,4.36,4.44
18006,KY-Berea,4583,4.99,4.81
18007,KY-Bowling Green,21614,4.91,5.15
18008,KY-Burkesville,1307,6.48,6.86
18009,KY-Cadiz,2647,4.45,4.47
18011,KY-Campbellsville,4550,5.10,5.13
18012,KY-Carlisle,1209,5.64,5.77
18013,KY-Carrollton,1982,5.70,5.82
18014,KY-Columbia,2831,4.93,5.43
18015,KY-Corbin,11342,5.32,5.63
18016,KY-Covington,23473,4.95,5.18
18017,KY-Cynthiana,3346,5.84,6.08
18018,KY-Danville,7707,4.83,5.20
18019,KY-Elizabethtown,19436,5.13,5.16
18020,KY-Flemingsburg,2436,5.72,6.18
18021,KY-Florence,13059,4.53,4.70
18022,KY-Fort Thomas,14138,5.11,5.38
18023,KY-Frankfort,12287,5.95,6.90
18024,KY-Franklin,2702,5.56,5.44
18025,KY-Fulton,1825,4.42,4.48
18026,KY-Georgetown,5361,4.88,5.64
18027,KY-Glasgow,10060,5.65,5.92
18028,KY-Greensburg,1847,4.43,4.38
18029,KY-Greenville,4973,5.43,5.94
18030,KY-Hardinsburg,2461,5.37,5.42
18031,KY-Harlan,4429,5.76,6.21
18032,KY-Harrodsburg,3846,4.89,5.13
18033,KY-Hartford,3225,5.07,5.38
18034,KY-Hazard,6474,5.90,6.28
18035,KY-Henderson,8640,5.36,5.37
18036,KY-Hopkinsville,8933,4.53,4.59
18038,KY-Hyden,1413,7.27,7.93
18039,KY-Irvine,2454,5.40,5.64
18040,KY-Jenkins,832,5.08,
18041,KY-La Grange,4480,5.25,5.74
18042,KY-Lancaster,2262,5.37,5.59
18043,KY-Lebanon,4582,4.67,4.79
18044,KY-Leitchfield,4556,5.67,5.73
18045,KY-Lexington,41203,4.61,4.96
18047,KY-London,5237,4.78,4.90
18048,KY-Louisa,3082,6.04,6.68
18049,KY-Louisville,127558,4.66,4.92
18050,KY-Madisonville,9170,5.52,5.81
18051,KY-Manchester,2888,5.91,6.44
18052,KY-Marion,1855,5.96,6.36
18054,KY-Mayfield,4725,5.21,5.52
18055,KY-Maysville,4761,6.13,6.16
18056,KY-McDowell,1210,5.48,5.84
18057,KY-Middlesboro,2847,5.48,6.26
18058,KY-Monticello,3228,6.14,6.57
18059,KY-Morehead,8769,5.14,5.65
18060,KY-Morganfield,2252,4.81,5.32
18061,KY-Mount Sterling,4307,4.50,4.87
18062,KY-Mount Vernon,2333,6.05,6.55
